id	id_documento	token	classificacao
45880	59	em	O
45881	59	diferentes	O
45882	59	condições	O
45883	59	de	O
45884	59	tempo	O
45885	59	e	O
45886	59	espaço	O
45887	59	,	O
45888	59	deve	O
45889	59	ser	O
45890	59	aplicada	O
45891	59	à	O
45892	59	regra	O
45893	59	do	O
45894	59	concurso	O
45895	59	material	O
45896	59	,	O
45897	59	soma	O
45898	59	##ndo	O
45899	59	-	O
45900	59	se	O
45901	59	as	O
45902	59	repri	O
45903	59	##menda	O
45904	59	##s	O
45905	59	que	O
45906	59	foram	O
45907	59	impos	O
45908	59	##tas	O
45909	59	.	O
45910	59	[SEP]	O
45911	59	[CLS]	O
45912	59	A	O
45913	59	soma	O
45914	59	das	O
45915	59	penas	O
45916	59	priva	O
45917	59	##tivas	O
45918	59	de	O
45919	59	liberdade	O
45920	59	e	O
45921	59	pecu	O
45922	59	##ni	O
45923	59	##árias	O
45924	59	impos	O
45925	59	##tas	O
45926	59	ao	O
45927	59	acusado	O
45928	59	perf	O
45929	59	##az	O
45930	59	##em	O
45931	59	o	O
45932	59	total	O
45933	59	de	O
45934	59	cinco	B-TEMPO
45935	59	anos	I-TEMPO
45936	59	,	O
45937	59	cinco	B-TEMPO
45938	59	meses	I-TEMPO
45939	59	e	O
45940	59	10	B-TEMPO
45941	59	dias	I-TEMPO
45942	59	de	O
45943	59	rec	O
45944	59	##lusão	O
45945	59	e	O
45946	59	pagamento	O
45947	59	e	O
45948	59	200	O
45949	59	dias	O
45950	59	-	O
45951	59	multa	O
45952	59	”	O
45953	59	,	O
45954	59	diz	O
45955	59	a	O
45956	59	decisão	O
45957	59	.	O
45958	59	[SEP]	O
45959	59	[CLS]	O
45960	59	Car	O
45961	59	##teira	O
45962	59	suspens	O
45963	59	##a	O
45964	59	[SEP]	O
45965	59	[CLS]	O
45966	59	No	O
45967	59	início	B-TEMPO
45968	59	de	I-TEMPO
45969	59	agosto	I-TEMPO
45970	59	,	O
45971	59	ele	O
45972	59	foi	O
45973	59	suspenso	O
45974	59	prevent	O
45975	59	##ivamente	O
45976	59	pela	O
45977	59	Ordem	B-ORGANIZACAO
45978	59	dos	I-ORGANIZACAO
45979	59	Advo	I-ORGANIZACAO
45980	59	##gados	I-ORGANIZACAO
45981	59	do	I-ORGANIZACAO
45982	59	Brasil	I-ORGANIZACAO
45983	59	(	O
45984	59	O	B-ORGANIZACAO
45985	59	##AB	B-ORGANIZACAO
45986	59	)	O
45987	59	por	O
45988	59	conta	O
45989	59	do	O
45990	59	conteúdo	O
45991	59	publicado	O
45992	59	em	O
45993	59	suas	O
45994	59	redes	O
45995	59	sociais	O
45996	59	.	O
45997	59	[SEP]	O
45998	59	[CLS]	O
45999	59	A	O
46000	59	punição	O
46001	59	ficar	O
46002	59	##á	O
46003	59	vigente	O
46004	59	enquanto	O
46005	59	as	O
46006	59	publicações	O
46007	59	nas	O
46008	59	quais	O
46009	59	o	O
46010	59	advogado	O
46011	59	exibe	O
46012	59	bens	O
46013	59	,	O
46014	59	como	O
46015	59	carros	O
46016	59	,	O
46017	59	jo	O
46018	59	##ias	O
46019	59	e	O
46020	59	passeio	O
46021	59	##s	O
46022	59	,	O
46023	59	estiver	O
46024	59	##em	O
46025	59	em	O
46026	59	seu	O
46027	59	perfil	O
46028	59	.	O
46029	59	[SEP]	O
46030	59	[CLS]	O
46031	59	Ao	O
46032	59	G	B-ORGANIZACAO
46033	59	##LO	B-ORGANIZACAO
46034	59	##BO	B-ORGANIZACAO
46035	59	,	O
46036	59	Borges	B-PESSOA
46037	59	afirmou	O
46038	59	que	O
46039	59	não	O
46040	59	pretende	O
46041	59	apag	O
46042	59	##ar	O
46043	59	as	O
46044	59	publicações	O
46045	59	,	O
46046	59	uma	O
46047	59	vez	O
46048	59	que	O
46049	59	entende	O
46050	59	que	O
46051	59	a	O
46052	59	punição	O
46053	59	não	O
46054	59	estaria	O
46055	59	,	O
46056	59	segundo	O
46057	59	ele	O
46058	59	,	O
46059	59	de	O
46060	59	acordo	O
46061	59	com	O
46062	59	o	O
46063	59	prov	O
46064	59	##imento	O
46065	59	feito	O
46066	59	pela	O
46067	59	O	B-ORGANIZACAO
46068	59	##AB	B-ORGANIZACAO
46069	59	recentemente	O
46070	59	,	O
46071	59	no	O
46072	59	qual	O
46073	59	a	O
46074	59	entidade	O
46075	59	passou	O
46076	59	a	O
46077	59	pro	O
46078	59	##bi	O
46079	59	##r	O
46080	59	que	O
46081	59	os	O
46082	59	inscri	O
46083	59	##tos	O
46084	59	na	O
46085	59	instituição	O
46086	59	exib	O
46087	59	##am	O
46088	59	bens	O
46089	59	de	O
46090	59	valores	O
46091	59	em	O
46092	59	suas	O
46093	59	redes	O
46094	59	sociais	O
46095	59	.	O
46096	59	[SEP]	O
46097	59	[CLS]	O
46098	59	—	O
46099	59	Eu	O
46100	59	não	O
46101	59	vou	O
46102	59	tirar	O
46103	59	essas	O
46104	59	imagens	O
46105	59	.	O
46106	59	[SEP]	O
46107	59	[CLS]	O
46108	59	Para	O
46109	59	mim	O
46110	59	isso	O
46111	59	é	O
46112	59	incons	O
46113	59	##titu	O
46114	59	##cional	O
46115	59	,	O
46116	59	e	O
46117	59	eu	O
46118	59	só	O
46119	59	vou	O
46120	59	tirar	O
46121	59	essas	O
46122	59	imagens	O
46123	59	por	O
46124	59	ordem	O
46125	59	judicial	O
46126	59	.	O
46127	59	[SEP]	O
46128	59	[CLS]	O
46129	59	Eu	O
46130	59	não	O
46131	59	estou	O
46132	59	come	O
46133	59	##tendo	O
46134	59	crime	O
46135	59	,	O
46136	59	e	O
46137	59	as	O
46138	59	imagens	O
46139	59	foram	O
46140	59	post	O
46141	59	##adas	O
46142	59	antes	O
46143	59	do	O
46144	59	prov	O
46145	59	##imento	O
46146	59	da	O
46147	59	O	B-ORGANIZACAO
46148	59	##AB	B-ORGANIZACAO
46149	59	,	O
46150	59	que	O
46151	59	não	O
46152	59	pode	O
46153	59	ultrapassar	O
46154	59	o	O
46155	59	estabelecido	O
46156	59	pela	O
46157	59	constituição	B-LEGISLACAO
46158	59	—	O
46159	59	afirma	O
46160	59	Borges	B-PESSOA
46161	59	.	O
46162	59	[SEP]	O
46163	59	[CLS]	O
46164	59	O	O
46165	59	advogado	O
46166	59	recebeu	O
46167	59	uma	O
46168	59	no	O
46169	59	##tificação	O
46170	59	solic	O
46171	59	##itando	O
46172	59	que	O
46173	59	ele	O
46174	59	exclu	O
46175	59	##ísse	O
46176	59	algumas	O
46177	59	de	O
46178	59	suas	O
46179	59	publicações	O
46180	59	em	O
46181	59	um	O
46182	59	prazo	O
46183	59	máximo	O
46184	59	de	O
46185	59	24	B-TEMPO
46186	59	horas	I-TEMPO
46187	59	.	O
46188	59	[SEP]	O
46189	59	[CLS]	O
46190	59	Ele	O
46191	59	afirma	O
46192	59	que	O
46193	59	ainda	O
46194	59	não	O
46195	59	teve	O
46196	59	acesso	O
46197	59	à	O
46198	59	decisão	O
46199	59	por	O
46200	59	completo	O
46201	59	e	O
46202	59	aguarda	O
46203	59	para	O
46204	59	decidir	O
46205	59	os	O
46206	59	seus	O
46207	59	próximos	O
46208	59	passos	O
46209	59	.	O
46210	59	[SEP]	O
46211	59	[CLS]	O
46212	59	—	O
46213	59	A	O
46214	59	data	O
46215	59	das	O
46216	59	publicações	O
46217	59	que	O
46218	59	eles	O
46219	59	pede	O
46220	59	##m	O
46221	59	para	O
46222	59	tirar	O
46223	59	é	O
46224	59	202	B-TEMPO
46225	59	##0	B-TEMPO
46226	59	,	O
46227	59	e	O
46228	59	o	O
46229	59	prov	O
46230	59	##imento	O
46231	59	é	O
46232	59	de	O
46233	59	202	B-TEMPO
46234	59	##1	B-TEMPO
46235	59	.	O
46236	59	[SEP]	O
46237	59	[CLS]	O
46238	59	A	O
46239	59	Constituição	B-LEGISLACAO
46240	59	Federal	I-LEGISLACAO
46241	59	é	O
46242	59	a	O
46243	59	nossa	O
46244	59	Carta	B-LEGISLACAO
46245	59	Magn	I-LEGISLACAO
46246	59	##a	O
46247	59	.	O
46248	59	[SEP]	O
46249	59	[CLS]	O
46250	59	Não	O
46251	59	vou	O
46252	59	[	O
46253	59	apag	O
46254	59	##ar	O
46255	59	publicações	O
46256	59	]	O
46257	59	.	O
46258	59	[SEP]	O
46259	59	[CLS]	O
46260	59	Não	O
46261	59	faz	O
46262	59	sentido	O
46263	59	.	O
46264	59	[SEP]	O
46265	59	[CLS]	O
46266	59	Não	O
46267	59	des	O
46268	59	##resp	O
46269	59	##eita	O
46270	59	##ndo	O
46271	59	a	O
46272	59	O	B-ORGANIZACAO
46273	59	##AB	B-ORGANIZACAO
46274	59	,	O
46275	59	mas	O
46276	59	,	O
46277	59	independente	O
46278	59	do	O
46279	59	tempo	O
46280	59	que	O
46281	59	eu	O
46282	59	ficar	O
46283	59	suspenso	O
46284	59	,	O
46285	59	se	O
46286	59	eles	O
46287	59	condicion	O
46288	59	##are	O
46289	59	##m	O
46290	59	minha	O
46291	59	suspensão	O
46292	59	à	O
46293	59	retirada	O
46294	59	,	O
46295	59	eu	O
46296	59	vou	O
46297	59	ser	O
46298	59	exclu	O
46299	59	##ído	O
46300	59	,	O
46301	59	porque	O
46302	59	eu	O
46303	59	não	O
46304	59	vou	O
46305	59	retirar	O
46306	59	minha	O
46307	59	##s	O
46308	59	post	O
46309	59	##agens	O
46310	59	—	O
46311	59	defendeu	O
46312	59	.	O
46313	59	[SEP]	O
46314	59	[CLS]	O
46315	59	Em	O
46316	59	202	B-TEMPO
46317	59	##1	B-TEMPO
46318	59	,	O
46319	59	a	O
46320	59	O	B-ORGANIZACAO
46321	59	##AB	B-ORGANIZACAO
46322	59	definiu	O
46323	59	novas	O
46324	59	regras	O
46325	59	para	O
46326	59	as	O
46327	59	publicações	O
46328	59	em	O
46329	59	redes	O
46330	59	sociais	O
46331	59	em	O
46332	59	perf	O
46333	59	##is	O
46334	59	de	O
46335	59	advogados	O
46336	59	,	O
46337	59	defini	O
46338	59	##ndo	O
46339	59	que	O
46340	59	seria	O
46341	59	permitido	O
46342	59	o	O
46343	59	marketing	O
46344	59	jurídico	O
46345	59	,	O
46346	59	desde	O
46347	59	que	O
46348	59	exercido	O
46349	59	de	O
46350	59	forma	O
46351	59	compatível	O
46352	59	com	O
46353	59	os	O
46354	59	prece	O
46355	59	##itos	O
46356	59	é	O
46357	59	##ticos	O
46358	59	e	O
46359	59	respeita	O
46360	59	##das	O
46361	59	as	O
46362	59	limitações	O
46363	59	impos	O
46364	59	##tas	O
46365	59	pelo	O
46366	59	Estatuto	B-LEGISLACAO
46367	59	da	I-LEGISLACAO
46368	59	Advo	I-LEGISLACAO
46369	59	##cacia	I-LEGISLACAO
46370	59	,	O
46371	59	Reg	O
46372	59	##ula	O
46373	59	##mento	O
46374	59	Geral	O
46375	59	,	O
46376	59	Código	B-LEGISLACAO
46377	59	de	I-LEGISLACAO
46378	59	É	I-LEGISLACAO
46379	59	##tica	I-LEGISLACAO
46380	59	e	I-LEGISLACAO
46381	59	Dis	I-LEGISLACAO
46382	59	##cipl	I-LEGISLACAO
46383	59	##ina	I-LEGISLACAO
46384	59	e	O
46385	59	por	O
46386	59	este	O
46387	59	Prov	O
46388	59	##imento	O
46389	59	.	O
46390	59	[SEP]	O
46391	59	[CLS]	O
46392	59	Segundo	O
46393	59	a	O
46394	59	decisão	O
46395	59	,	O
46396	59	a	O
46397	59	publicidade	O
46398	59	profissional	O
46399	59	deve	O
46400	59	ter	O
46401	59	caráter	O
46402	59	meramente	O
46403	59	informa	O
46404	59	##tivo	O
46405	59	e	O
46406	59	prima	O
46407	59	##r	O
46408	59	pela	O
46409	59	disc	O
46410	59	##ri	O
46411	59	##ção	O
46412	59	e	O
46413	59	sob	O
46414	59	##rie	O
46415	59	##dade	O
46416	59	,	O
46417	59	não	O
46418	59	podendo	O
46419	59	configu	O
46420	59	##rar	O
46421	59	cap	O
46422	59	##tação	O
46423	59	de	O
46424	59	cliente	O
46425	59	##la	O
46426	59	ou	O
46427	59	merc	O
46428	59	##ant	O
46429	59	##ili	O
46430	59	##za	O
46431	59	##ção	O
46432	59	da	O
46433	59	profissão	O
46434	59	.	O
46435	59	[SEP]	O
46436	59	[CLS]	O
46437	59	Caso	O
46438	59	##s	O
46439	59	polêm	O
46440	59	##icos	O
46441	59	Res	O
46442	59	##pon	O
46443	59	##s	O
46444	59	##ável	O
46445	59	pela	O
46446	59	defesa	O
46447	59	de	O
46448	59	um	O
46449	59	dos	O
46450	59	acusados	O
46451	59	por	O
46452	59	uma	O
46453	59	cha	O
46454	59	##cina	O
46455	59	que	O
46456	59	deixou	O
46457	59	sete	O
46458	59	mortos	O
46459	59	em	O
46460	59	um	O
46461	59	bar	O
46462	59	em	O
46463	59	Sin	B-LOCAL
46464	59	##op	B-LOCAL
46465	59	,	O
46466	59	no	O
46467	59	Mato	B-LOCAL
46468	59	Grosso	I-LOCAL
46469	59	,	O
46470	59	Borges	B-PESSOA
46471	59	já	O
46472	59	havia	O
46473	59	sido	O
46474	59	alvo	O
46475	59	de	O
46476	59	um	O
46477	59	processo	O
46478	59	disciplina	O
46479	59	##r	O
46480	59	insta	O
46481	59	##urado	O
46482	59	pela	O
46483	59	Ordem	B-ORGANIZACAO
46484	59	dos	I-ORGANIZACAO
46485	59	Advo	I-ORGANIZACAO
46486	59	##gados	I-ORGANIZACAO
46487	59	do	I-ORGANIZACAO
46488	59	Brasil	I-ORGANIZACAO
46489	59	(	I-ORGANIZACAO
46490	59	O	I-ORGANIZACAO
46491	59	##AB	I-ORGANIZACAO
46492	59	)	I-ORGANIZACAO
46493	59	por	O
46494	59	“	O
46495	59	conteúdo	O
46496	59	publicado	O
46497	59	nas	O
46498	59	redes	O
46499	59	sociais	O
46500	59	”	O
46501	59	.	O
46502	59	[SEP]	O
46503	59	[CLS]	O
46504	59	Segundo	O
46505	59	Jorge	B-PESSOA
46506	59	Ja	I-PESSOA
46507	59	##ud	I-PESSOA
46508	59	##y	I-PESSOA
46509	59	,	O
46510	59	presidente	O
46511	59	do	O
46512	59	Tribunal	B-ORGANIZACAO
46513	59	de	I-ORGANIZACAO
46514	59	É	I-ORGANIZACAO
46515	59	##tica	I-ORGANIZACAO
46516	59	e	I-ORGANIZACAO
46517	59	Dis	I-ORGANIZACAO
46518	59	##cipl	I-ORGANIZACAO
46519	59	##ina	I-ORGANIZACAO
46520	59	da	I-ORGANIZACAO
46521	59	O	I-ORGANIZACAO
46522	59	##AB	I-ORGANIZACAO
46523	59	-	I-ORGANIZACAO
46524	59	M	I-ORGANIZACAO
46525	59	##T	I-ORGANIZACAO
46526	59	,	O
46527	59	já	O
46528	59	foram	O
46529	59	tomadas	O
46530	59	“	O
46531	59	provid	O
46532	59	##ências	O
46533	59	per	O
46534	59	##tin	O
46535	59	##entes	O
46536	59	no	O
46537	59	âmbito	O
46538	59	é	O
46539	59	##tico	O
46540	59	-	O
46541	59	disciplina	O
46542	59	##r	O
46543	59	,	O
46544	59	cuja	O
46545	59	tra	O
46546	59	##mit	O
46547	59	##ação	O
46548	59	se	O
46549	59	dá	O
46550	59	em	O
46551	59	sig	O
46552	59	##ilo	O
46553	59	,	O
46554	59	nos	O
46555	59	termos	O
46556	59	do	O
46557	59	Art	B-LEGISLACAO
46558	59	.	I-LEGISLACAO
46559	59	72	I-LEGISLACAO
46560	59	§	I-LEGISLACAO
46561	59	[UNK]	I-LEGISLACAO
46562	59	do	I-LEGISLACAO
46563	59	Estatuto	I-LEGISLACAO
46564	59	da	I-LEGISLACAO
46565	59	Advo	I-LEGISLACAO
46566	59	##cacia	I-LEGISLACAO
46567	59	”	O
46568	59	.	O
46569	59	[SEP]	O
46570	59	[CLS]	O
46571	59	Na	O
46572	59	nota	O
46573	59	que	O
46574	59	confirmou	O
46575	59	o	O
46576	59	procedimento	O
46577	59	,	O
46578	59	a	O
46579	59	entidade	O
46580	59	afirma	O
46581	59	que	O
46582	59	“	O
46583	59	permite	O
46584	59	que	O
46585	59	o	O
46586	59	marketing	O
46587	59	jurídico	O
46588	59	seja	O
46589	59	exercido	O
46590	59	de	O
46591	59	forma	O
46592	59	compatível	O
46593	59	com	O
46594	59	os	O
46595	59	prece	O
46596	59	##itos	O
46597	59	é	O
46598	59	##ticos	O
46599	59	,	O
46600	59	respeita	O
46601	59	##das	O
46602	59	as	O
46603	59	limitações	O
46604	59	impos	O
46605	59	##tas	O
46606	59	pelo	O
46607	59	Estatuto	B-LEGISLACAO
46608	59	da	I-LEGISLACAO
46609	59	Advo	I-LEGISLACAO
46610	59	##cacia	I-LEGISLACAO
46611	59	,	O
46612	59	Reg	B-LEGISLACAO
46613	59	##ula	I-LEGISLACAO
46614	59	##mento	I-LEGISLACAO
46615	59	Geral	I-LEGISLACAO
46616	59	e	I-LEGISLACAO
46617	59	Código	I-LEGISLACAO
46618	59	de	I-LEGISLACAO
46619	59	É	I-LEGISLACAO
46620	59	##tica	I-LEGISLACAO
46621	59	e	I-LEGISLACAO
46622	59	Dis	I-LEGISLACAO
46623	59	##cipl	I-LEGISLACAO
46624	59	##ina	I-LEGISLACAO
46625	59	”	O
46626	59	.	O
46627	59	[SEP]	O
46628	59	[CLS]	O
46629	59	A	O
46630	59	decisão	O
46631	59	,	O
46632	59	porém	O
46633	59	,	O
46634	59	destaca	O
46635	59	que	O
46636	59	“	O
46637	59	o	O
46638	59	Prov	O
46639	59	##imento	O
46640	59	também	O
46641	59	imp	O
46642	59	##õe	O
46643	59	ve	O
46644	59	##da	O
46645	59	##ções	O
46646	59	,	O
46647	59	de	O
46648	59	modo	O
46649	59	a	O
46650	59	proib	O
46651	59	##ir	O
46652	59	a	O
46653	59	cap	O
46654	59	##tação	O
46655	59	de	O
46656	59	cliente	O
46657	59	##la	O
46658	59	ou	O
46659	59	merc	O
46660	59	##ant	O
46661	59	##ili	O
46662	59	##za	O
46663	59	##ção	O
46664	59	da	O
46665	59	profissão	O
46666	59	,	O
46667	59	exigindo	O
46668	59	,	O
46669	59	ainda	O
46670	59	,	O
46671	59	que	O
46672	59	quaisquer	O
46673	59	informações	O
46674	59	ati	O
46675	59	##ne	O
46676	59	##ntes	O
46677	59	ao	O
46678	59	exercício	O
46679	59	da	O
46680	59	profissão	O
46681	59	sejam	O
46682	59	realizadas	O
46683	59	sempre	O
46684	59	com	O
46685	59	disc	O
46686	59	##ri	O
46687	59	##ção	O
46688	59	e	O
46689	59	sob	O
46690	59	##rie	O
46691	59	##dade	O
46692	59	,	O
46693	59	sem	O
46694	59	oste	O
46695	59	##ntação	O
46696	59	”	O
46697	59	.	O
46698	59	[SEP]	O
46699	59	[CLS]	O
46700	59	A	O
46701	59	O	B-ORGANIZACAO
46702	59	##AB	B-ORGANIZACAO
46703	59	/	I-ORGANIZACAO
46704	59	M	I-ORGANIZACAO
46705	59	##T	I-ORGANIZACAO
46706	59	tomou	O
46707	59	conhecimento	O
46708	59	acerca	O
46709	59	do	O
46710	59	conteúdo	O
46711	59	publicado	O
46712	59	nas	O
46713	59	redes	O
46714	59	sociais	O
46715	59	do	O
46716	59	advogado	O
46717	59	Marcos	B-PESSOA
46718	59	Vin	I-PESSOA
46719	59	##íci	I-PESSOA
46720	59	##us	I-PESSOA
46721	59	Borges	I-PESSOA
46722	59	,	O
46723	59	já	O
46724	59	tendo	O
46725	59	adotado	O
46726	59	as	O
46727	59	provid	O
46728	59	##ências	O
46729	59	per	O
46730	59	##tin	O
46731	59	##entes	O
46732	59	no	O
46733	59	âmbito	O
46734	59	é	O
46735	59	##tico	O
46736	59	-	O
46737	59	disciplina	O
46738	59	##r	O
46739	59	,	O
46740	59	cuja	O
46741	59	tra	O
46742	59	##mit	O
46743	59	##ação	O
46744	59	se	O
46745	59	dá	O
46746	59	em	O
46747	59	sig	O
46748	59	##ilo	O
46749	59	”	O
46750	59	,	O
46751	59	afirmou	O
46752	59	Ja	B-PESSOA
46753	59	##ud	B-PESSOA
46754	59	##y	B-PESSOA
46755	59	.	O
46756	59	[SEP]	O
46757	59	[CLS]	O
46758	59	Rel	O
46759	59	##em	O
46760	59	##bre	O
46761	59	a	O
46762	59	cha	O
46763	59	##cina	O
46764	59	em	O
46765	59	M	B-LOCAL
46766	59	##T	B-LOCAL
46767	59	[SEP]	O
46768	59	[CLS]	O
46769	59	As	O
46770	59	mortes	O
46771	59	teriam	O
46772	59	acontecido	O
46773	59	depois	O
46774	59	que	O
46775	59	E	B-PESSOA
46776	59	##ze	B-PESSOA
46777	59	##quias	B-PESSOA
46778	59	Souza	I-PESSOA
46779	59	Ribeiro	I-PESSOA
46780	59	e	O
46781	59	Edgar	B-PESSOA
46782	59	Ricardo	I-PESSOA
46783	59	de	I-PESSOA
46784	59	Oliveira	I-PESSOA
46785	59	perderam	O
46786	59	uma	O
46787	59	partida	O
46788	59	de	O
46789	59	sin	O
46790	59	##uc	O
46791	59	##a	O
46792	59	em	O
46793	59	um	O
46794	59	bar	O
46795	59	,	O
46796	59	no	O
46797	59	Bairro	B-LOCAL
46798	59	Jardim	I-LOCAL
46799	59	Lisboa	I-LOCAL
46800	59	,	O
46801	59	em	O
46802	59	Sin	B-LOCAL
46803	59	##op	B-LOCAL
46804	59	,	O
46805	59	a	O
46806	59	50	O
46807	59	##4	O
46808	59	km	O
46809	59	de	O
46810	59	Cuiabá	B-LOCAL
46811	59	,	O
46812	59	em	O
46813	59	fevereiro	B-TEMPO
46814	59	deste	I-TEMPO
46815	59	ano	I-TEMPO
46816	59	.	O
46817	59	[SEP]	O
46818	59	[CLS]	O
46819	59	De	O
46820	59	acordo	O
46821	59	a	O
46822	59	polícia	O
46823	59	,	O
46824	59	frequenta	O
46825	59	##dores	O
46826	59	zo	O
46827	59	##aram	O
46828	59	os	O
46829	59	dois	O
46830	59	por	O
46831	59	terem	O
46832	59	perdido	O
46833	59	o	O
46834	59	jogo	O
46835	59	.	O
46836	59	[SEP]	O
46837	59	[CLS]	O
46838	59	Segundo	O
46839	59	a	O
46840	59	polícia	O
46841	59	,	O
46842	59	testemunhas	O
46843	59	contar	O
46844	59	##am	O
46845	59	que	O
46846	59	os	O
46847	59	dois	O
46848	59	estavam	O
46849	59	jogando	O
46850	59	sin	O
46851	59	##uc	O
46852	59	##a	O
46853	59	com	O
46854	59	as	O
46855	59	vítimas	O
46856	59	e	O
46857	59	teriam	O
46858	59	perdido	O
46859	59	mais	O
46860	59	de	O
46861	59	R	O
46862	59	$	O
46863	59	4	O
46864	59	mil	O
46865	59	.	O
46866	59	[SEP]	O
46867	59	[CLS]	O
46868	59	Em	O
46869	59	seguida	O
46870	59	,	O
46871	59	o	O
46872	59	grupo	O
46873	59	teria	O
46874	59	zo	O
46875	59	##mba	O
46876	59	##ndo	O
46877	59	dos	O
46878	59	dois	O
46879	59	suspeito	O
46880	59	##s	O
46881	59	,	O
46882	59	Edgar	B-PESSOA
46883	59	Ricardo	I-PESSOA
46884	59	de	I-PESSOA
46885	59	Oliveira	I-PESSOA
46886	59	,	O
46887	59	de	O
46888	59	30	B-TEMPO
46889	59	anos	I-TEMPO
46890	59	,	O
46891	59	e	O
46892	59	E	B-PESSOA
46893	59	##ze	B-PESSOA
46894	59	##quias	B-PESSOA
46895	59	Souza	I-PESSOA
46896	59	Ribeiro	I-PESSOA
46897	59	,	O
46898	59	de	O
46899	59	27	O
46900	59	,	O
46901	59	que	O
46902	59	deixaram	O
46903	59	o	O
46904	59	local	O
46905	59	.	O
46906	59	[SEP]	O
46907	59	[CLS]	O
46908	59	De	O
46909	59	acordo	O
46910	59	com	O
46911	59	o	O
46912	59	delegado	O
46913	59	Bra	B-PESSOA
46914	59	##úlio	B-PESSOA
46915	59	Jun	I-PESSOA
46916	59	##queira	I-PESSOA
46917	59	,	O
46918	59	não	O
46919	59	era	O
46920	59	a	O
46921	59	primeira	O
46922	59	vez	O
46923	59	que	O
46924	59	o	O
46925	59	grupo	O
46926	59	organiza	O
46927	59	##va	O
46928	59	partida	O
46929	59	de	O
46930	59	sin	O
46931	59	##uc	O
46932	59	##a	O
46933	59	com	O
46934	59	aposta	O
46935	59	##s	O
46936	59	em	O
46937	59	dinheiro	O
46938	59	.	O
46939	59	[SEP]	O
46940	59	[CLS]	O
46941	59	Câ	O
46942	59	##meras	O
46943	59	de	O
46944	59	segurança	O
46945	59	do	O
46946	59	estabelecimento	O
46947	59	registrar	O
46948	59	##am	O
46949	59	o	O
46950	59	retorno	O
46951	59	ao	O
46952	59	local	O
46953	59	.	O
46954	59	[SEP]	O
46955	59	[CLS]	O
46956	59	Eles	O
46957	59	chegaram	O
46958	59	em	O
46959	59	uma	O
46960	59	cam	O
46961	59	##ione	O
46962	59	##te	O
46963	59	branca	O
46964	59	.	O
46965	59	[SEP]	O
46966	59	[CLS]	O
46967	59	Um	O
46968	59	deles	O
46969	59	,	O
46970	59	de	O
46971	59	camisa	O
46972	59	azul	O
46973	59	,	O
46974	59	entra	O
46975	59	no	O
46976	59	bar	O
46977	59	com	O
46978	59	uma	O
46979	59	pisto	O
46980	59	##la	O
46981	59	38	O
46982	59	##0	O
46983	59	e	O
46984	59	o	O
46985	59	outro	O
46986	59	,	O
46987	59	de	O
46988	59	camisa	O
46989	59	list	O
46990	59	##rada	O
46991	59	,	O
46992	59	chega	O
46993	59	com	O
46994	59	uma	O
46995	59	esp	O
46996	59	##inga	O
46997	59	##rd	O
46998	59	##a	O
46999	59	calib	O
47000	59	##re	O
47001	59	12	O
47002	59	.	O
47003	59	[SEP]	O
47004	59	[CLS]	O
47005	59	Ainda	O
47006	59	segundo	O
47007	59	a	O
47008	59	polícia	O
47009	59	,	O
47010	59	o	O
47011	59	suspeito	O
47012	59	que	O
47013	59	estava	O
47014	59	com	O
47015	59	a	O
47016	59	pisto	O
47017	59	##la	O
47018	59	colocou	O
47019	59	todas	O
47020	59	as	O
47021	59	vítimas	O
47022	59	em	O
47023	59	uma	O
47024	59	parede	O
47025	59	.	O
47026	59	[SEP]	O
47027	59	[CLS]	O
47028	59	Já	O
47029	59	outro	O
47030	59	,	O
47031	59	entra	O
47032	59	no	O
47033	59	estabelecimento	O
47034	59	fazendo	O
47035	59	disp	O
47036	59	##aros	O
47037	59	contra	O
47038	59	o	O
47039	59	grupo	O
47040	59	junto	O
47041	59	com	O
47042	59	o	O
47043	59	parceiro	O
47044	59	que	O
47045	59	estava	O
47046	59	com	O
47047	59	a	O
47048	59	pisto	O
47049	59	##la	O
47050	59	.	O
47051	59	[SEP]	O
47052	60	[CLS]	O
47053	60	A	O
47054	60	Polícia	B-ORGANIZACAO
47055	60	Civil	I-ORGANIZACAO
47056	60	encerrou	O
47057	60	o	O
47058	60	inquérito	O
47059	60	que	O
47060	60	revelou	O
47061	60	um	O
47062	60	esquema	O
47063	60	frau	O
47064	60	##du	O
47065	60	##len	O
47066	60	##to	O
47067	60	de	O
47068	60	desvio	O
47069	60	mil	O
47070	60	##ionário	O
47071	60	de	O
47072	60	recursos	O
47073	60	de	O
47074	60	contas	O
47075	60	fatura	O
47076	60	##das	O
47077	60	junto	O
47078	60	às	O
47079	60	prefeitura	O
47080	60	##s	O
47081	60	de	O
47082	60	Ta	B-LOCAL
47083	60	##pira	B-LOCAL
47084	60	e	O
47085	60	Santa	B-LOCAL
47086	60	Julia	I-LOCAL
47087	60	##na	I-LOCAL
47088	60	,	O
47089	60	na	O
47090	60	região	B-LOCAL
47091	60	do	I-LOCAL
47092	60	Tri	I-LOCAL
47093	60	##ângulo	I-LOCAL
47094	60	Mineiro	I-LOCAL
47095	60	,	O
47096	60	no	O
47097	60	interior	O
47098	60	de	O
47099	60	um	O
47100	60	hospital	O
47101	60	universitário	O
47102	60	.	O
47103	60	[SEP]	O
47104	60	[CLS]	O
47105	60	Nov	O
47106	60	##e	O
